nb,nu,nd,ns,ne,nm,μu,μd,μe,P,e
5.7340297499999994e-5,5.757247193758741e-5,0.00010703315734097047,7.407244663932577e-6,2.3594178647216573e-7,0.0,0.08285106869664091,0.10196757926203975,0.019116510565398835,-0.0006368010270131658,0.0006532446889865709
0.00011468059499999999,0.00011486546947763059,0.000180960517819936,4.823035714345366e-5,1.7009211657112444e-7,0.0,0.1042900687229617,0.12143102558066851,0.017140956857706814,-0.0006317469934758378,0.0006715601197237223
0.00017202089249999995,0.00017213619177949556,0.00024888453486205596,9.502516152330766e-5,1.302021501496727e-7,0.0,0.11933970920391986,0.13501972101328824,0.015680011809368385,-0.0006257468007493159,0.0006927261166507194
0.00022936118999999997,0.0002294502329522244,0.00031442941822817526,0.00014418456031147102,1.0537828979555053e-7,0.0,0.13133478829510212,0.14594727229780197,0.014612484002699856,-0.0006189835091071294,0.0007160533059202497
0.0002867014875,0.00028680177311686284,0.00037861242600138024,0.00019469792294950336,8.850905781614513e-8,0.0,0.14147203319612797,0.15525902675199435,0.013786993555866378,-0.000611582087576659,0.0007411693446225263
0.0003440417849999999,0.00034410649805819007,0.00044188514621245375,0.00024610517035078273,7.64737719932945e-8,0.0,0.15032665003998547,0.16345805427100557,0.013131404231020102,-0.0006036323243897609,0.0007678192642105724
0.00040138208249999993,0.000401436971362167,0.000504524003279393,0.0002981772209143367,6.735816517909196e-8,0.0,0.15824878759240862,0.17083621801212426,0.012587430419715625,-0.000595190678294592,0.0007958488815085999
0.00045872237999999995,0.0004587951302195592,0.0005666605445626313,0.0003507408995754157,6.0166147272166e-8,0.0,0.1654517051683199,0.17757417375834397,0.012122468590024076,-0.0005863061312687951,0.0008251221006962983
0.0005160626775,0.000516102985448699,0.0006283850341707132,0.0004036822348117751,5.443734502787047e-8,0.0,0.17207114292172015,0.1837959573758003,0.011724814454080126,-0.000577021844282428,0.0008555187049005314
0.000573402975,0.000573439455529976,0.0006897926745656453,0.0004569481991089124,4.9691382985402536e-8,0.0,0.17822000592081666,0.18959367779023029,0.01137367186941362,-0.0005673618467103708,0.0008869756147559791
0.0006307432724999999,0.0006307767409496276,0.0007509449724432494,0.0005104931723700515,4.573168182516034e-8,0.0,0.1839716076978591,0.19503477273502673,0.011063165037167602,-0.0005573521085641862,0.0009194219275252046
0.0006880835699999998,0.0006881114935816162,0.0008118615072121293,0.0005642587761585184,4.236188851083961e-8,0.0,0.189384197425798,0.20016866654002044,0.010784469114222438,-0.0005470165673244863,0.0009527906292473637
0.0007454238674999999,0.0007454491066032338,0.0008725769962797734,0.0006182164531132754,3.945531849909911e-8,0.0,0.19450415137201382,0.2050361028893622,0.010531951517348356,-0.000536373116118102,0.0009870329566070318
0.0008027641649999999,0.0008027894450132698,0.0009331328262201297,0.0006723558778651031,3.6934438463071376e-8,0.0,0.19936809238411698,0.20967078715526022,0.010302694771143222,-0.0005254359555052733,0.0010221110166223483
0.0008601044625,0.0008601260222775588,0.000993530747738246,0.0007266403192083956,3.47192147567063e-8,0.0,0.2040053149441878,0.2140977732696975,0.010092458325509696,-0.0005142218704885115,0.0010579772960334001
0.0009174447599999999,0.000917460491716748,0.0010537930606858094,0.0007810581299909906,3.2759221553436945e-8,0.0,0.20844062412876535,0.21833947673755172,0.009898852608786356,-0.0005027427168409089,0.0010945995274901838
0.0009747850574999998,0.0009748017730271249,0.0011139330033381545,0.0008355948001689968,3.100589692735921e-8,0.0,0.2126952964479298,0.2224143005709283,0.00971900412299851,-0.0004910092417587064,0.0011319481580577397
0.001032125355,0.0010321397881462668,0.001173966103413271,0.0008902420464369552,2.943622019737435e-8,0.0,0.21678600296884143,0.22633815034460011,0.00955214737575868,-0.00047903181507963203,0.001169994609999431
0.0010894656525,0.0010894813845261473,0.0012339059250914364,0.0009449931470555143,2.802074630971992e-8,0.0,0.22072812885609105,0.23012464576125907,0.00939651690516802,-0.0004668186545830397,0.0012087164824378092
0.00114680595,0.0011468162641594369,0.0012937500153009204,0.000999829394738144,2.6737828365779355e-8,0.0,0.22453381682253082,0.2337846825434751,0.009250865720944282,-0.00045438039132746603,0.0012480834059256335
0.0012041462475,0.001204155660307711,0.0013535122308635456,0.0010547491623534922,2.5566789366293855e-8,0.0,0.22821497414520076,0.23732876513544116,0.00911379099024041,-0.00044172302651147567,0.0012880793149813285
0.0012614865449999998,0.0012614957485635875,0.0014132001360507784,0.0011097468969066217,2.4495768737746085e-8,0.0,0.23178109710602474,0.24076580628938493,0.008984709183360183,-0.0004288537520395347,0.001328684217338947
0.0013188268424999998,0.0013188351850756323,0.0014728102747893642,0.0011648083756291797,2.350904403716492e-8,0.0,0.23524069478314297,0.24410310788542952,0.008862413102286562,-0.000415780523783559,0.0013698753473558043
0.0013761671399999996,0.0013761747292608917,0.0015323593663824958,0.001219939272372687,2.260128139064887e-8,0.0,0.23860142450201918,0.24734826796251858,0.008746843460499394,-0.000402507662012295,0.0014116414116791868
0.0014335074374999999,0.001433513982039049,0.001591848181704362,0.001275131625767622,2.1762138658322312e-8,0.0,0.24187003871367257,0.2505072628771363,0.008637224163463764,-0.00038904135542970364,0.001453964890020375
0.0014908477349999999,0.001490853872716312,0.0016512867060900745,0.00133038694292082,2.0985972525411458e-8,0.0,0.24505265138012602,0.25358594520837896,0.008533293828252924,-0.0003753858633409202,0.0014968342673371952
0.0015481880325,0.001548193774804611,0.001710659972676664,0.0013856843058369565,2.0259620047989157e-8,0.0,0.24815467391954557,0.2565883600097635,0.008433686090217905,-0.0003615489760708445,0.0015402265687344532
0.0016055283299999997,0.0016055315047875177,0.001769988028813566,0.0014410360585198037,1.958472867701965e-8,0.0,0.2511809083312362,0.25951988681237087,0.008338978481134702,-0.0003475329223116668,0.0015841365550517956
0.0016628686275,0.001662870594733172,0.0018292703202480067,0.0014964359830539561,1.89537585202333e-8,0.0,0.25413599539685333,0.2623844409957718,0.008248445598918479,-0.0003333422609867007,0.0016285512804424195
0.001720208925,0.001720212253591154,0.0018885069616653362,0.0015518789898365556,1.8361313782834813e-8,0.0,0.25702403823530073,0.2651856309313219,0.00816159269602119,-0.00031898136374851213,0.0016734583328422074
0.0017775492224999998,0.0017775509989065874,0.001947702760845826,0.0016073648375932938,1.7806362359424955e-8,0.0,0.2598484532508542,0.2679269781717684,0.008078524920914215,-0.00030445416622037244,0.0017188467065560615
0.0018348895199999998,0.001834892930481732,0.0020068627353439115,0.0016628939011293406,1.7284434376752933e-8,0.0,0.2626129182978366,0.2706117284791442,0.007998810181307619,-0.0002897633136674877,0.0017647092256541119
0.0018922298174999998,0.0018922318494453327,0.0020659809088382046,0.0017184565893475577,1.679225501008826e-8,0.0,0.265320233195297,0.27324238828732567,0.007922155092028652,-0.00027491410772494964,0.0018110303766385913
0.0019495701149999996,0.0019495719715031923,0.00212506337691951,0.0017740549606714904,1.6327250289811904e-8,0.0,0.26797345066555,0.27582179442179466,0.007848343756244673,-0.00025990876302154443,0.0018578042362252419
0.0020069104124999996,0.0020069125654883523,0.0021841122481147516,0.0018296876211410932,1.5887498817040005e-8,0.0,0.2705751640074869,0.27835240417347235,0.007777240165985451,-0.00024475038649411955,0.001905022050089244
0.00206425071,0.00206425055447582,0.002243128193108263,0.0018853520780446075,1.5471567978659997e-8,0.0,0.2731276673085981,0.2808364376955235,0.007708770386925432,-0.0002294423741224722,0.0019526741245205195
0.0021215910074999997,0.002121587793523471,0.002302113003982255,0.001941047124973326,1.5077189433205456e-8,0.0,0.2756332996882932,0.2832760052848028,0.007642705596509571,-0.00021398733171742513,0.0020007531421695106
0.002178931305,0.0021789292592977526,0.0023610700747014415,0.0019967732797215444,1.4701968001006563e-8,0.0,0.2780943659071305,0.2856731376015832,0.00757877169445271,-0.00019838713876004817,0.0020492539851380315
0.0022362716024999997,0.002236268745157207,0.0024199937137964565,0.0020525226555047414,1.434440846223773e-8,0.0,0.28051254294310995,0.2880293698182005,0.0075168268750905555,-0.0001826461659849761,0.002098163777569067
0.0022936119,0.002293609211507399,0.002478898801945761,0.0021083070025346654,1.400557641239471e-8,0.0,0.2828897708436059,0.29034694002040046,0.007457169176794582,-0.00016676417634738582,0.0021474840336121615
0.0023509521974999998,0.002350950027851221,0.0025377745071610267,0.0021641138899495408,1.3681713138240336e-8,0.0,0.2852277161766396,0.2926269569595406,0.007399240782901016,-0.00015074570248470082,0.002197201204618239
0.002408292495,0.002408289567186409,0.0025966197975971494,0.0022199402893031263,1.3371732862199096e-8,0.0,0.2875278983202653,0.2948708312934621,0.007342932973196761,-0.00013459355620071875,0.0022473071689873805
0.0024656327925,0.002465631994776693,0.0026554436257551555,0.0022757927793230037,1.3075442770668993e-8,0.0,0.28979196779978283,0.29708026042805263,0.0072882926282698155,-0.00011830806898359305,0.0022978015073706016
0.0025229730899999996,0.0025229725038728784,0.0027142524119842526,0.0023316756745292893,1.2794003165372969e-8,0.0,0.2920211274912398,0.299256748615049,0.00723562112380918,-0.00010189075623008429,0.002348680156928396
0.0025803133874999994,0.002580307518180215,0.0027730311173776107,0.002387572998237748,1.2524118527900734e-8,0.0,0.2942165546153193,0.30140093617930047,0.00718438156398116,-8.534691476999134e-5,0.002399927104292246
